id,market_selection_id,sportsbook_id,timestamp_utc,price_american,limit_amount,source_note,created_at,price_european
1982649d-8347-480b-8a6b-986cb39a7b22,bba008bf-2a38-447b-99d3-d00c345aac2e,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,-105,,the-odds-api,2025-10-08 23:17:05.675207+00,
2c468df1-2af9-461f-94e8-52dc783e55be,8ff95c2e-1e1f-4b5d-9e23-f8540f614fd0,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,-170,,the-odds-api,2025-10-08 23:17:05.459784+00,
657242ab-982a-4063-ba32-57a3eadd97e3,925fae60-2b96-47fc-bbc5-8e82f2210b9b,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,-115,,the-odds-api,2025-10-08 23:17:05.591013+00,
caff4c35-d0e2-430f-b06a-444ea53836a8,2e1dfa05-2328-4dfe-8828-ba6f275dd4fb,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,-185,,the-odds-api,2025-10-08 23:17:05.394718+00,
ce877345-c163-4fcc-b860-9af6394910a4,b98bbcd6-2721-4401-8e91-02fd51a35495,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,154,,the-odds-api,2025-10-08 23:17:05.320742+00,
fc86086d-9771-448e-b3d6-aa71e6c6292c,67e4240e-5b43-47be-a368-629d41e796ec,4d7a01fa-2e62-48d2-aa87-41820bebf031,2025-10-08 23:16:18+00,142,,the-odds-api,2025-10-08 23:17:05.52701+00,
